iter	MultiClass
331	0.3003265114
332	0.2999847164
333	0.2995304969
334	0.2990411289
335	0.2988207344
336	0.2985553147
337	0.2981728322
338	0.2980230911
339	0.2977504011
340	0.2975902102
341	0.2971512816
342	0.2969228107
343	0.2967605838
344	0.2962979911
345	0.2960592906
346	0.2959586303
347	0.2958295402
348	0.2957964383
349	0.2955937875
350	0.2955179698
351	0.2953489547
352	0.2951853175
353	0.2949725062
354	0.2948302843
355	0.294666207
356	0.294411066
357	0.2942012775
358	0.2937185614
359	0.2933114355
360	0.2931065271
361	0.2929135888
362	0.2926685967
363	0.2925802359
364	0.2924164299
365	0.2921471293
366	0.292004658
367	0.2917894912
368	0.2916348158
369	0.2913685505
370	0.2912398291
371	0.291159659
372	0.290920641
373	0.2906225067
374	0.2905125013
375	0.2904001018
376	0.2903057902
377	0.2901152681
378	0.289765882
379	0.2894540033
380	0.289355423
381	0.2889804097
382	0.2889539683
383	0.2886682263
384	0.2884706811
385	0.2883112041
386	0.2881929945
387	0.2880014497
388	0.2878870689
389	0.2878280073
390	0.2877903169
391	0.2877147134
392	0.2875549483
393	0.2874538322
394	0.2872637329
395	0.2872012332
396	0.2871371761
397	0.2865969538
398	0.2861769991
399	0.2861314724
400	0.2861089557
401	0.2859077243
402	0.2858859414
403	0.2857871663
404	0.2855617348
405	0.2852825463
406	0.2851334067
407	0.2849468528
408	0.284834715
409	0.2845607791
410	0.2844976156
411	0.2843791272
412	0.2842337991
413	0.2842146987
414	0.2841175991
415	0.283868814
416	0.2838190951
417	0.2836352036
418	0.2835265089
419	0.2833064151
420	0.2831690855
421	0.2829572756
422	0.2826587881
423	0.2825296703
424	0.2824217627
425	0.2823945912
426	0.2821798291
427	0.281900005
428	0.2817935595
429	0.2816598447
430	0.2815455662
431	0.2813361529
432	0.2812767503
433	0.2810747957
434	0.280877646
435	0.2808081752
436	0.2807001424
437	0.2805621981
438	0.2804420246
439	0.2802419462
440	0.2801770114
441	0.2801123151
442	0.2799700173
443	0.2799109074
444	0.2797907497
445	0.2797578637
446	0.2795386517
447	0.2794417694
448	0.2793222161
449	0.2791024692
450	0.2790264824
451	0.2790035086
452	0.2789627807
453	0.2786463614
454	0.27843408
455	0.2784019847
456	0.2781193904
457	0.2779867952
458	0.2779170288
459	0.277816973
460	0.2775997945
461	0.2774793049
462	0.277353307
463	0.2772621382
464	0.2770516461
465	0.2768627775
466	0.2768234701
467	0.2766979176
468	0.2766836686
469	0.2765487265
470	0.2761548088
471	0.2760535367
472	0.2759963682
473	0.2759105657
474	0.2758155201
475	0.2757588223
476	0.2756638287
477	0.2756204349
478	0.2755445683
479	0.2755266045
480	0.2754139936
481	0.2752249124
482	0.2751083737
483	0.2750610008
484	0.2748775587
485	0.2748157289
486	0.274772213
487	0.2747102439
488	0.2746853778
489	0.27463955
490	0.2744974751
491	0.2744539483
492	0.2743496959
493	0.2741442581
494	0.2740216732
495	0.2738211534
496	0.2737162425
497	0.2734189089
498	0.2732546707
499	0.2731051984
500	0.2730539408
501	0.2728930997
502	0.2727829723
503	0.2725414493
504	0.2724269091
505	0.2723922006
506	0.2723355467
507	0.2721807154
508	0.2721308351
509	0.272115463
510	0.2720577559
511	0.2719235609
512	0.2717891915
513	0.2717496311
514	0.2716969117
515	0.2715556792
516	0.2714242111
517	0.2713321734
518	0.2713050619
519	0.2711869372
520	0.271172874
521	0.2711423512
522	0.2710306139
523	0.271012603
524	0.2709172319
525	0.2707535438
526	0.2707109511
527	0.2706274459
528	0.2704920871
529	0.2703227851
530	0.2702864398
531	0.2701853567
532	0.270096798
533	0.2700303242
534	0.2700055634
535	0.2698564978
536	0.2695156302
537	0.2694596517
538	0.2694051521
539	0.2693220092
540	0.2691312035
541	0.2689787628
542	0.2689442479
543	0.2687713749
544	0.2686567356
545	0.2686486268
546	0.2685984435
547	0.2685723428
548	0.2685035457
549	0.2683749676
550	0.2682843119
551	0.2681727231
552	0.2681294806
553	0.2680841729
554	0.2680018907
555	0.2679658979
556	0.2678315228
557	0.2678058957
558	0.2677547605
559	0.2676852113
560	0.2675955259
561	0.2675184808
562	0.2674696605
563	0.2673662009
564	0.2672608259
565	0.2671278479
566	0.2670720104
567	0.267034431
568	0.2668302487
569	0.2667416946
570	0.2666994795
571	0.2666383704
572	0.2666030083
573	0.2665155046
574	0.2663739136
575	0.2663511433
576	0.2663169966
577	0.2661792447
578	0.2660981625
579	0.2660531683
580	0.2659979044
581	0.2659319866
582	0.2659161313
583	0.2657935191
584	0.2656525531
585	0.2656160391
586	0.2654858204
587	0.2653859789
588	0.265326229
589	0.2652508616
590	0.2651916553
591	0.2651247656
592	0.2649995692
593	0.2649835923
594	0.2648127702
595	0.2647796697
596	0.2646696055
597	0.2645713095
598	0.2645522849
599	0.2642396495
600	0.2641062283
601	0.2640591679
602	0.2640391626
603	0.2639855562
604	0.2639663846
605	0.2638191283
606	0.2638012596
607	0.2637301497
608	0.2636284345
609	0.2635494444
610	0.2634528055
611	0.2633300788
612	0.2632963468
613	0.2632858845
614	0.2632208588
615	0.2631319907
616	0.2630581037
617	0.2629966799
618	0.2629322068
619	0.2628526459
620	0.2627120932
621	0.2626639515
622	0.2626403535
623	0.2626210036
624	0.2625228445
625	0.2625167272
626	0.2624824709
627	0.2624735394
628	0.2624561812
629	0.2624374634
630	0.2624097497
631	0.2622570622
632	0.262120763
633	0.2620306172
634	0.2619489695
635	0.2619375181
636	0.2618368404
637	0.2617290887
638	0.2617143892
639	0.2616951962
640	0.2616696929
641	0.2616463583
642	0.2615778866
643	0.2615624458
644	0.2614737694
645	0.2614204356
646	0.2613750203
647	0.2612903614
648	0.2611678018
649	0.2610709161
650	0.2610235298
651	0.2609781681
652	0.2609396761
653	0.2609110474
654	0.2608992205
655	0.2607981667
656	0.2607352549
657	0.2607203332
658	0.26054547
659	0.2605393448
660	0.2605324684
661	0.2604827802
662	0.2604532588
663	0.2604235293
664	0.2603752872
665	0.2602454099
666	0.2602322353
667	0.2602183053
668	0.2601703433
669	0.260072473
670	0.2600152833
671	0.2599367121
672	0.259827535
673	0.2596421744
674	0.2596230751
675	0.2595075147
676	0.2593851806
677	0.2593770674
678	0.2593604631
679	0.2592925454
680	0.2592007969
681	0.2591156433
682	0.2590693098
683	0.2590609148
684	0.2589174774
685	0.2588652417
686	0.258812353
687	0.25874373
688	0.258695227
689	0.2586563961
690	0.258572189
691	0.2585337099
692	0.2584486897
693	0.2583937932
694	0.2583285812
695	0.2581429878
696	0.2581203956
697	0.2581006018
698	0.2580196876
699	0.257867673
700	0.2578349361
701	0.2577696472
702	0.2576196203
703	0.2575952583
704	0.257585009
705	0.2575427378
706	0.2574562651
707	0.2573901243
708	0.2573064246
709	0.2572519322
710	0.25724191
711	0.2572320771
712	0.2571838167
713	0.2571343927
714	0.2571169247
715	0.2570047825
716	0.2569724819
717	0.2568797895
718	0.2568042863
719	0.2567208209
720	0.2566846107
721	0.2566028508
722	0.2564959227
723	0.2564390825
724	0.2564255728
725	0.2563165526
726	0.2562411762
727	0.2561739299
728	0.2561091164
729	0.2560662528
730	0.2560194558
731	0.2559871691
732	0.255965776
733	0.2559349281
734	0.2558529988
735	0.2557520357
736	0.2557369893
737	0.255675411
738	0.2556521047
739	0.2554632788
740	0.2553845816
741	0.2553751253
742	0.2553240129
743	0.2553150035
744	0.255254597
745	0.2551995062
746	0.255171568
747	0.2550927748
748	0.2550610389
749	0.2550480767
750	0.255016373
751	0.2549419686
752	0.2548890604
753	0.2548840083
754	0.2548233634
755	0.2546994431
756	0.2546719003
757	0.2545476397
758	0.2544638357
759	0.2544505775
760	0.2544242209
761	0.2543551561
762	0.2543047674
763	0.2542973491
764	0.2542616343
765	0.2542439005
766	0.254239765
767	0.2542273304
768	0.2542093533
769	0.2542020747
770	0.2541657505
771	0.2541586865
772	0.2540489543
773	0.2539104276
774	0.2538918322
775	0.2538675135
776	0.2537902736
777	0.2537764821
778	0.2537012508
779	0.2536586641
780	0.2536041163
781	0.2535987948
782	0.2535725046
783	0.2535586266
784	0.2535144187
785	0.2534097565
786	0.2533634787
787	0.2532952401
788	0.2532812917
789	0.2532577745
790	0.253243227
791	0.253208204
792	0.2531933371
793	0.2531054522
794	0.2530787693
795	0.2530493992
796	0.2530316349
797	0.2530251791
798	0.252962522
799	0.2528767921
800	0.2528698862
801	0.2528423059
802	0.2527751012
803	0.2527485377
804	0.252742631
805	0.2527128982
806	0.2526499259
807	0.2526135896
808	0.2525815941
809	0.2525690636
810	0.2525478386
811	0.2524744117
812	0.2524692295
813	0.2524194512
814	0.2524032538
815	0.2523563366
816	0.2523480972
817	0.2523382489
818	0.2523159589
819	0.2522912788
820	0.2522471344
821	0.2522049402
822	0.2521564574
823	0.2520999986
824	0.2520263408
825	0.2520026953
826	0.2519598084
827	0.251934308
828	0.2518475592
829	0.2518383773
830	0.2517688131
831	0.2517645082
832	0.2516774902
833	0.2516694643
834	0.2516514745
835	0.2516057668
836	0.2515734752
837	0.2515424145
838	0.2515023273
839	0.251492919
840	0.2514842866
841	0.251384154
842	0.2513765842
843	0.251309648
844	0.2512929275
845	0.2512551079
846	0.2512122263
847	0.2511308146
848	0.2511276448
849	0.2510898023
850	0.2509988892
851	0.2509657303
852	0.2509458363
853	0.2509067537
854	0.2507807265
855	0.2507373805
856	0.2507319406
857	0.2506431204
858	0.25052576
859	0.2504042169
860	0.2503483344
861	0.2503024173
862	0.2502502043
863	0.2502219054
864	0.2501441794
865	0.2500869164
866	0.2500814878
867	0.2500458046
868	0.2500298085
869	0.2499916162
870	0.2499863013
871	0.2499588381
872	0.2499558241
873	0.249939004
874	0.2498865421
875	0.2497466857
876	0.2497162521
877	0.2496720296
878	0.2496538323
879	0.2495448586
880	0.2495259546
881	0.2495076188
882	0.2493996172
883	0.2493628514
884	0.2493561164
885	0.2493467525
886	0.2493040881
887	0.2492821224
888	0.2491580069
889	0.2491420841
890	0.249090759
891	0.2490712596
892	0.248985534
893	0.2489832235
894	0.2489086571
895	0.2488197148
896	0.2487727424
897	0.2487616083
898	0.2487358793
899	0.2487191122
900	0.2486664714
901	0.2485939295
902	0.2485571317
903	0.2485362565
904	0.2485143382
905	0.2484839738
906	0.2484435946
907	0.2483979464
908	0.2483931752
909	0.2483690868
910	0.2483581834
911	0.2483276165
912	0.24828166
913	0.2482741195
914	0.2482671575
915	0.2482620292
916	0.2482527768
917	0.2482295574
918	0.2482225479
919	0.248212149
920	0.2481843245
921	0.2481236682
922	0.2480790625
923	0.2480470516
924	0.248030917
925	0.2479799969
926	0.247970683
927	0.2479677926
928	0.2479299799
929	0.2478939793
930	0.2478800394
931	0.2478735509
932	0.247862394
933	0.2478404436
934	0.2477927791
935	0.2477354373
936	0.2477255078
937	0.2477184708
938	0.2476659947
939	0.247622145
940	0.2475626909
941	0.247479076
942	0.2474041963
943	0.247400042
944	0.2473816207
945	0.2473565689
946	0.2473187551
947	0.2472728607
948	0.2472404072
949	0.2472014981
950	0.2471867823
951	0.2471689116
952	0.247161749
953	0.2471429669
954	0.2470362766
955	0.2469802675
956	0.2469186857
957	0.2469105907
958	0.2468355866
959	0.2468105578
960	0.2467710364
961	0.2467535624
962	0.2466953731
963	0.2466109489
964	0.2466024968
965	0.24656809
966	0.2465512766
967	0.2465142233
968	0.24648989
969	0.2464849083
970	0.246466067
971	0.2464614457
972	0.2464180331
973	0.2464071327
974	0.2463922841
975	0.2463626476
976	0.2463597375
977	0.2463551203
978	0.2463114738
979	0.2462702342
980	0.246264919
981	0.2462289856
982	0.246196704
983	0.2461635
984	0.2461061019
985	0.2460646422
986	0.2460542454
987	0.2460477814
988	0.2460380859
989	0.2460215141
990	0.245999744
991	0.2459899529
992	0.2459011951
993	0.245890187
994	0.2458303595
995	0.2458040993
996	0.2457577646
997	0.2457407748
998	0.2457154478
999	0.2457054235
